Gene Start End Germany_Passau_1800_HG_09 Sweden_Lund_1933_HG_15 Sweden_Lund_1933_HG_16 Sweden_Lund_1933_HG_20 Sweden_Lund_1933_HG0026 Sweden_Lund_1933_HG47203 Sweden_Lund_1933_HG47204 wMel_LabStrain_Gulbenkian wMel1_Finland wMel1_Portugal wMel2_Finland wMel2_Portugal wMelCS_LabStrain_Gulbenkian wMelCS1_Portugal wMelCS2_Portugal wMelCSPOP_LabStrain_Gulbenkian
WP_227738618.1 227425 227817 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738619.1 243504 243872 Complete Missing Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Missing
WP_227738621.1 245005 245244 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738621.1-2 487715 487954 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_227738621.1-3 509572 509811 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_227738621.1-4 583060 583299 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_227738622.1 356715 357146 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738623.1 377574 378869 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738623.1-2 523124 524419 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_227738624.1 508823 509575 Complete Complete Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738625.1 514670 515269 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738626.1 567991 568185 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738627.1 133159 136038 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete FrameShift Complete Complete Complete Complete FrameShift FrameShift
WP_227738630.1 245829 246734 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738632.1 322918 323142 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738635.1 634058 634633 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738636.1 832937 833014 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738638.1 847783 848013 Complete Missing Complete Complete Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738641.1 896436 896606 Complete Missing Complete Complete Missing Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738643.1 919630 919800 Missing Missing Missing Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738647.1 115887 116147 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738648.1 847909 848208 Complete Complete Complete Complete Missing Complete Missing Complete Complete Complete Complete FrameShift Complete Complete Complete Complete
WP_227738649.1 868102 868491 Complete Complete Complete Complete Missing Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_227738649.1-2 907411 907800 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_227738650.1 896226 896516 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Incomplete Complete Complete Complete Complete
WP_227738651.1 919721 919885 Missing Missing Missing Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_231115913.1 516127 516180 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_233395574.1 432566 432625 Missing Missing Missing Missing Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_233395575.1 126635 127122 FrameShift FrameShift FrameShift FrameShift Missing FrameShift FrameShift Incomplete Incomplete Complete Incomplete Incomplete Incomplete Incomplete Incomplete Incomplete
WP_233395575.1-2 438158 438645 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_233395575.1-3 532660 533147 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_233395575.1-4 635070 635557 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_233395575.1-5 896972 897459 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_233395575.1-6 1172661 1173148 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_233395582.1 852330 853007 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_233395583.1 168372 168428 Complete Complete Complete Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_233395585.1 1217027 1217296 Missing Missing Missing Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_233395601.1 333279 333701 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Incomplete Complete Complete Complete Complete
WP_233395607.1 398174 399106 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete
WP_233395608.1 399118 399639 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_233395610.1 987134 987478 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_233406923.1 355687 356745 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete FrameShift Complete Complete Missing Complete Complete FrameShift
WP_233641170.1 868411 868617 Complete Missing Complete Complete Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_233641170.1-2 907720 907926 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_233700146.1 243932 245008 Complete Complete Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_233700146.1-2 486642 487718 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_233700146.1-3 583296 584372 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_234962159.1 1099365 1099880 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_234962160.1 1099205 1099468 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_255317428.1 862003 862134 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_255322244.1 700618 700749 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_255322250.1 764656 764787 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_255322253.1 846998 847177 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_255322255.1 872774 873202 Complete Missing Complete Missing Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_255322256.1 875198 875332 Missing Complete Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_255322257.1 939407 939529 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Missing Complete
WP_255322258.1 1098001 1098123 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_255322259.1 1103020 1103154 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_255322260.1 1140980 1141105 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete
